id,product_id,sku,variant_key,localized_label,display_order,is_active,base_price,strike_price,cost_price,weight_grams,barcode,low_stock_threshold,created_at,updated_at
223,223,RUGS-211,default,{},0,true,24.10,27.71,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
224,224,RUGS-213,default,{},0,true,24.00,27.60,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
225,225,RUGS-215,default,{},0,true,23.90,27.48,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
226,226,CUPS-214,default,{},0,true,18.70,21.50,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
227,227,CUPS-216,default,{},0,true,18.60,21.39,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
228,228,CUPS-218,default,{},0,true,18.50,21.27,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
229,229,CUPS-220,default,{},0,true,18.40,21.16,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
230,230,MUGS-218,default,{},0,true,39.60,45.54,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
231,231,MUGS-220,default,{},0,true,39.50,45.42,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
232,232,MUGS-222,default,{},0,true,39.40,45.31,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
233,233,MUGS-224,default,{},0,true,39.30,45.19,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
234,234,PLATES-222,default,{},0,true,82.50,94.87,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
235,235,PLATES-224,default,{},0,true,82.60,94.99,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
236,236,PLATES-226,default,{},0,true,82.70,95.10,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
237,237,PLATES-228,default,{},0,true,82.80,95.22,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
238,238,HOLDERS-226,default,{},0,true,128.30,147.54,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
239,239,HOLDERS-228,default,{},0,true,128.40,147.66,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
240,240,HOLDERS-230,default,{},0,true,128.50,147.77,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
241,241,HOLDERS-232,default,{},0,true,128.60,147.89,,,,10,2026-02-17 16:04:52.480606,2026-02-17 16:04:52.480606
